Parameters: 754571 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
0		1.1142		0.5543		0.0006440
1		0.7331				0.0009560
2		0.6042				0.0009992
3		0.5495				0.0009983
4		0.4995				0.0009974
5		0.4785				0.0009965
6		0.4389				0.0009956
7		0.4468				0.0009947
8		0.4321				0.0009938
9		0.3949				0.0009929
10		0.3773				0.0009920
11		0.3728				0.0009911
12		0.3729				0.0009902
13		0.3451				0.0009893
14		0.3634				0.0009884
15		0.3697				0.0009875
16		0.3311				0.0009866
17		0.3390				0.0009857
18		0.3214				0.0009848
19		0.3317				0.0009839
20		0.3167				0.0009830
21		0.3458				0.0009821
22		0.3150				0.0009812
23		0.3038				0.0009803
24		0.3267				0.0009794
25		0.3095				0.0009785
26		0.3204				0.0009776
27		0.2802				0.0009766
28		0.2949				0.0009757
29		0.2783				0.0009748
30		0.2867				0.0009739
31		0.2894				0.0009730
32		0.2782				0.0009721
33		0.2740				0.0009712
34		0.2739				0.0009703
35		0.3232				0.0009694
36		0.2943				0.0009685
37		0.2662				0.0009676
38		0.2601				0.0009667
39		0.2674				0.0009658
40		0.2898				0.0009649
41		0.2749				0.0009640
42		0.2646				0.0009631
43		0.2488				0.0009622
44		0.2525				0.0009613
45		0.2579				0.0009604
46		0.2653				0.0009594
47		0.2689				0.0009585
48		0.2516				0.0009576
49		0.2672				0.0009567
50		0.2587		0.7818		0.0009558
51		0.2513				0.0009549
52		0.2650				0.0009540
53		0.2506				0.0009531
54		0.2405				0.0009522
55		0.2454				0.0009513
56		0.2480				0.0009504
57		0.2372				0.0009495
58		0.2318				0.0009486
59		0.2494				0.0009477
60		0.2579				0.0009468
61		0.2512				0.0009458
62		0.2417				0.0009449
63		0.2650				0.0009440
64		0.2447				0.0009431
65		0.2319				0.0009422
66		0.2422				0.0009413
67		0.2303				0.0009404
68		0.2524				0.0009395
69		0.2366				0.0009386
70		0.2240				0.0009377
71		0.2516				0.0009368
72		0.2294				0.0009359
73		0.2415				0.0009349
74		0.2394				0.0009340
75		0.2315				0.0009331
76		0.2375				0.0009322
77		0.2246				0.0009313
78		0.2678				0.0009304
79		0.2385				0.0009295
80		0.2189				0.0009286
81		0.2347				0.0009277
82		0.2282				0.0009268
83		0.2287				0.0009259
84		0.2350				0.0009249
85		0.2253				0.0009240
86		0.2507				0.0009231
87		0.2827				0.0009222
88		0.2268				0.0009213
89		0.2272				0.0009204
90		0.2172				0.0009195
91		0.2169				0.0009186
92		0.2186				0.0009177
93		0.2234				0.0009168
94		0.2341				0.0009158
95		0.2297				0.0009149
96		0.2211				0.0009140
97		0.2143				0.0009131
98		0.2536				0.0009122
99		0.2427				0.0009113
100		0.2323		0.8121		0.0009104
101		0.2143				0.0009095
102		0.2173				0.0009086
103		0.2167				0.0009076
104		0.2050				0.0009067
105		0.2388				0.0009058
106		0.2379				0.0009049
107		0.2393				0.0009040
108		0.2149				0.0009031
109		0.2339				0.0009022
110		0.2171				0.0009013
111		0.2048				0.0009003
112		0.2124				0.0008994
113		0.2424				0.0008985
114		0.2098				0.0008976
115		0.2483				0.0008967
116		0.2158				0.0008958
117		0.2140				0.0008949
118		0.2131				0.0008940
119		0.2346				0.0008930
120		0.2171				0.0008921
121		0.2030				0.0008912
122		0.2273				0.0008903
123		0.2349				0.0008894
124		0.2304				0.0008885
125		0.2134				0.0008876
126		0.2055				0.0008866
127		0.2188				0.0008857
128		0.2121				0.0008848
129		0.2105				0.0008839
130		0.2058				0.0008830
131		0.2260				0.0008821
132		0.2157				0.0008812
133		0.2153				0.0008802
134		0.2019				0.0008793
135		0.2382				0.0008784
136		0.2099				0.0008775
137		0.2151				0.0008766
138		0.2232				0.0008757
139		0.2146				0.0008748
140		0.2146				0.0008738
141		0.2101				0.0008729
142		0.1958				0.0008720
143		0.2527				0.0008711
144		0.2130				0.0008702
145		0.2086				0.0008693
146		0.2153				0.0008683
147		0.2164				0.0008674
148		0.1948				0.0008665
149		0.1932				0.0008656
150		0.2078		0.8260		0.0008647
151		0.2001				0.0008638
152		0.2271				0.0008628
153		0.2328				0.0008619
154		0.2173				0.0008610
155		0.2113				0.0008601
156		0.2012				0.0008592
157		0.1935				0.0008583
158		0.2197				0.0008573
159		0.2104				0.0008564
160		0.2163				0.0008555
161		0.2398				0.0008546
162		0.2065				0.0008537
163		0.1957				0.0008528
164		0.2050				0.0008518
165		0.2063				0.0008509
166		0.2033				0.0008500
167		0.2127				0.0008491
168		0.2100				0.0008482
169		0.2238				0.0008472
170		0.2282				0.0008463
171		0.1940				0.0008454
172		0.1974				0.0008445
173		0.1921				0.0008436
174		0.2047				0.0008426
175		0.2051				0.0008417
176		0.2055				0.0008408
177		0.1983				0.0008399
178		0.2110				0.0008390
179		0.2089				0.0008381
180		0.2099				0.0008371
181		0.1977				0.0008362
182		0.2070				0.0008353
183		0.2011				0.0008344
184		0.2190				0.0008335
185		0.2085				0.0008325
186		0.2093				0.0008316
187		0.2060				0.0008307
188		0.2164				0.0008298
189		0.2029				0.0008288
190		0.2028				0.0008279
191		0.1896				0.0008270
192		0.2094				0.0008261
193		0.2008				0.0008252
194		0.1961				0.0008242
195		0.2259				0.0008233
196		0.2040				0.0008224
197		0.1957				0.0008215
198		0.2032				0.0008206
199		0.2094				0.0008196
200		0.1988		0.8303		0.0008187
201		0.1991				0.0008178
202		0.1978				0.0008169
203		0.1929				0.0008159
204		0.2032				0.0008150
205		0.2089				0.0008141
206		0.2361				0.0008132
207		0.2089				0.0008123
208		0.1980				0.0008113
209		0.1875				0.0008104
210		0.1990				0.0008095
211		0.2058				0.0008086
212		0.1927				0.0008076
213		0.2036				0.0008067
214		0.2158				0.0008058
215		0.1935				0.0008049
216		0.1983				0.0008039
217		0.2064				0.0008030
218		0.1930				0.0008021
219		0.2041				0.0008012
220		0.2102				0.0008002
221		0.2052				0.0007993
222		0.1986				0.0007984
223		0.1900				0.0007975
224		0.2015				0.0007965
225		0.2174				0.0007956
226		0.2016				0.0007947
227		0.1930				0.0007938
228		0.1926				0.0007928
229		0.2071				0.0007919
230		0.1924				0.0007910
231		0.2031				0.0007901
232		0.1897				0.0007891
233		0.2155				0.0007882
234		0.2079				0.0007873
235		0.2165				0.0007864
236		0.2025				0.0007854
237		0.1873				0.0007845
238		0.1949				0.0007836
239		0.1894				0.0007827
240		0.2027				0.0007817
241		0.2080				0.0007808
242		0.2309				0.0007799
243		0.1977				0.0007789
244		0.1988				0.0007780
245		0.2134				0.0007771
246		0.1989				0.0007762
247		0.1877				0.0007752
248		0.1958				0.0007743
249		0.1935				0.0007734
250		0.2056		0.8340		0.0007725
251		0.1972				0.0007715
252		0.1905				0.0007706
253		0.1989				0.0007697
254		0.1858				0.0007687
255		0.2122				0.0007678
256		0.2059				0.0007669
257		0.2173				0.0007660
258		0.1947				0.0007650
259		0.2026				0.0007641
260		0.2010				0.0007632
261		0.1833				0.0007622
262		0.2061				0.0007613
263		0.1992				0.0007604
264		0.2042				0.0007594
265		0.1935				0.0007585
266		0.1868				0.0007576
267		0.1974				0.0007567
268		0.1966				0.0007557
269		0.1870				0.0007548
270		0.1904				0.0007539
271		0.1965				0.0007529
272		0.1991				0.0007520
273		0.2024				0.0007511
274		0.2038				0.0007501
275		0.1866				0.0007492
276		0.1816				0.0007483
277		0.1917				0.0007473
278		0.1994				0.0007464
279		0.2314				0.0007455
280		0.2135				0.0007446
281		0.1950				0.0007436
282		0.1883				0.0007427
283		0.1903				0.0007418
284		0.1811				0.0007408
285		0.1970				0.0007399
286		0.1967				0.0007390
287		0.1976				0.0007380
288		0.1884				0.0007371
289		0.1891				0.0007362
290		0.1840				0.0007352
291		0.1832				0.0007343
292		0.1936				0.0007334
293		0.2056				0.0007324
294		0.1919				0.0007315
295		0.2081				0.0007306
296		0.1801				0.0007296
297		0.1961				0.0007287
298		0.1807				0.0007278
299		0.1906				0.0007268
300		0.2170		0.8326		0.0007259
301		0.1851				0.0007250
302		0.1821				0.0007240
303		0.1906				0.0007231
304		0.1954				0.0007221
305		0.1867				0.0007212
306		0.2009				0.0007203
307		0.1928				0.0007193
308		0.1831				0.0007184
309		0.1882				0.0007175
310		0.1849				0.0007165
311		0.1927				0.0007156
312		0.2002				0.0007147
313		0.1907				0.0007137
314		0.1854				0.0007128
315		0.1998				0.0007119
316		0.2013				0.0007109
317		0.2062				0.0007100
318		0.1878				0.0007090
319		0.2005				0.0007081
320		0.1836				0.0007072
321		0.1893				0.0007062
322		0.1896				0.0007053
323		0.1823				0.0007044
324		0.1868				0.0007034
325		0.1957				0.0007025
326		0.1935				0.0007015
327		0.1749				0.0007006
328		0.1968				0.0006997
329		0.1803				0.0006987
330		0.1902				0.0006978
331		0.1867				0.0006968
332		0.2022				0.0006959
333		0.1804				0.0006950
334		0.1840				0.0006940
335		0.1830				0.0006931
336		0.1917				0.0006922
337		0.2090				0.0006912
338		0.1960				0.0006903
339		0.1843				0.0006893
340		0.1890				0.0006884
341		0.1846				0.0006875
342		0.1831				0.0006865
343		0.1750				0.0006856
344		0.1778				0.0006846
345		0.1959				0.0006837
346		0.2207				0.0006827
347		0.1985				0.0006818
348		0.1734				0.0006809
349		0.1761				0.0006799
350		0.1715		0.8390		0.0006790
351		0.1949				0.0006780
352		0.1894				0.0006771
353		0.1918				0.0006762
354		0.1774				0.0006752
355		0.2101				0.0006743
356		0.1947				0.0006733
357		0.1896				0.0006724
358		0.1864				0.0006714
359		0.1820				0.0006705
360		0.1825				0.0006696
361		0.1833				0.0006686
362		0.1928				0.0006677
363		0.1861				0.0006667
364		0.1875				0.0006658
365		0.1851				0.0006648
366		0.1861				0.0006639
367		0.1842				0.0006630
368		0.1864				0.0006620
369		0.1743				0.0006611
370		0.1859				0.0006601
371		0.1878				0.0006592
372		0.1729				0.0006582
373		0.1927				0.0006573
374		0.2095				0.0006563
375		0.1859				0.0006554
376		0.1901				0.0006545
377		0.1849				0.0006535
378		0.2042				0.0006526
379		0.2041				0.0006516
380		0.1942				0.0006507
381		0.1749				0.0006497
382		0.1713				0.0006488
383		0.1708				0.0006478
384		0.1810				0.0006469
385		0.1938				0.0006459
386		0.1932				0.0006450
387		0.1791				0.0006440
388		0.1757				0.0006431
389		0.1794				0.0006421
390		0.1846				0.0006412
391		0.1974				0.0006403
392		0.1992				0.0006393
393		0.1840				0.0006384
394		0.1853				0.0006374
395		0.1787				0.0006365
396		0.1790				0.0006355
397		0.1790				0.0006346
398		0.1730				0.0006336
399		0.1648				0.0006327
400		0.1769		0.8360		0.0006317
401		0.1938				0.0006308
402		0.1881				0.0006298
403		0.1717				0.0006289
404		0.1850				0.0006279
405		0.1843				0.0006270
406		0.1762				0.0006260
407		0.1900				0.0006251
408		0.1842				0.0006241
409		0.1784				0.0006232
410		0.2030				0.0006222
411		0.1832				0.0006213
412		0.1747				0.0006203
413		0.1847				0.0006194
414		0.1805				0.0006184
415		0.1921				0.0006175
416		0.1736				0.0006165
417		0.1665				0.0006156
418		0.1737				0.0006146
419		0.1887				0.0006137
420		0.1716				0.0006127
421		0.1796				0.0006118
422		0.1732				0.0006108
423		0.1668				0.0006098
424		0.1913				0.0006089
425		0.1807				0.0006079
426		0.1765				0.0006070
427		0.1726				0.0006060
428		0.1790				0.0006051
429		0.1848				0.0006041
430		0.1756				0.0006032
431		0.1951				0.0006022
432		0.1874				0.0006013
433		0.1988				0.0006003
434		0.1808				0.0005994
435		0.1945				0.0005984
436		0.2096				0.0005974
437		0.1935				0.0005965
438		0.1719				0.0005955
439		0.1686				0.0005946
440		0.1810				0.0005936
441		0.1698				0.0005927
442		0.1719				0.0005917
443		0.1704				0.0005908
444		0.1705				0.0005898
445		0.1795				0.0005888
446		0.1743				0.0005879
447		0.1734				0.0005869
448		0.1814				0.0005860
449		0.1789				0.0005850
450		0.1948		0.8125		0.0005841
451		0.1948				0.0005831
452		0.1868				0.0005821
453		0.1773				0.0005812
454		0.1696				0.0005802
455		0.1699				0.0005793
456		0.1765				0.0005783
457		0.1793				0.0005773
458		0.1906				0.0005764
459		0.1854				0.0005754
460		0.1657				0.0005745
461		0.1763				0.0005735
462		0.1733				0.0005726
463		0.1962				0.0005716
464		0.1780				0.0005706
465		0.1756				0.0005697
466		0.1849				0.0005687
467		0.1677				0.0005678
468		0.1623				0.0005668
469		0.1740				0.0005658
470		0.1682				0.0005649
471		0.1656				0.0005639
472		0.1728				0.0005629
473		0.1737				0.0005620
474		0.1864				0.0005610
475		0.1869				0.0005601
476		0.1832				0.0005591
477		0.1831				0.0005581
478		0.1726				0.0005572
479		0.1830				0.0005562
480		0.1683				0.0005553
481		0.1699				0.0005543
482		0.1750				0.0005533
483		0.1836				0.0005524
484		0.1873				0.0005514
485		0.1816				0.0005504
486		0.1808				0.0005495
487		0.1698				0.0005485
488		0.1693				0.0005475
489		0.1665				0.0005466
490		0.1765				0.0005456
491		0.1928				0.0005446
492		0.1744				0.0005437
493		0.1637				0.0005427
494		0.1689				0.0005418
495		0.1748				0.0005408
496		0.1639				0.0005398
497		0.2022				0.0005389
498		0.1772				0.0005379
499		0.1750				0.0005369
500		0.1800		0.8432		0.0005360
501		0.1819				0.0005350
502		0.1809				0.0005340
503		0.1763				0.0005331
504		0.1783				0.0005321
505		0.1693				0.0005311
506		0.1636				0.0005302
507		0.1615				0.0005292
508		0.1698				0.0005282
509		0.1724				0.0005272
510		0.1751				0.0005263
511		0.1784				0.0005253
512		0.1703				0.0005243
513		0.1690				0.0005234
514		0.1793				0.0005224
515		0.1710				0.0005214
516		0.1957				0.0005205
517		0.1728				0.0005195
518		0.1695				0.0005185
519		0.1609				0.0005176
520		0.1685				0.0005166
521		0.1636				0.0005156
522		0.1720				0.0005146
523		0.1906				0.0005137
524		0.1785				0.0005127
525		0.1683				0.0005117
526		0.1668				0.0005108
527		0.1684				0.0005098
528		0.1902				0.0005088
529		0.1712				0.0005078
530		0.1716				0.0005069
531		0.1754				0.0005059
532		0.1761				0.0005049
533		0.1698				0.0005039
534		0.1616				0.0005030
535		0.1642				0.0005020
536		0.1809				0.0005010
537		0.1694				0.0005001
538		0.1643				0.0004991
539		0.1615				0.0004981
540		0.1675				0.0004971
541		0.1677				0.0004962
542		0.1669				0.0004952
543		0.1686				0.0004942
544		0.1706				0.0004932
545		0.1824				0.0004923
546		0.1704				0.0004913
547		0.1735				0.0004903
548		0.1780				0.0004893
549		0.1641				0.0004883
550		0.1633		0.8474		0.0004874
551		0.1611				0.0004864
552		0.1740				0.0004854
553		0.1875				0.0004844
554		0.1769				0.0004835
555		0.1753				0.0004825
556		0.1604				0.0004815
557		0.1759				0.0004805
558		0.1638				0.0004796
559		0.1635				0.0004786
560		0.1891				0.0004776
561		0.1626				0.0004766
562		0.1721				0.0004756
563		0.1767				0.0004747
564		0.1655				0.0004737
565		0.1708				0.0004727
566		0.1577				0.0004717
567		0.1621				0.0004707
568		0.1752				0.0004698
569		0.1642				0.0004688
570		0.1592				0.0004678
571		0.1633				0.0004668
572		0.1672				0.0004658
573		0.1970				0.0004648
574		0.1699				0.0004639
575		0.1723				0.0004629
576		0.1724				0.0004619
577		0.1627				0.0004609
578		0.1894				0.0004599
579		0.1722				0.0004589
580		0.1611				0.0004580
581		0.1561				0.0004570
582		0.1637				0.0004560
583		0.1598				0.0004550
584		0.1611				0.0004540
585		0.1568				0.0004530
586		0.1672				0.0004521
587		0.1692				0.0004511
588		0.1850				0.0004501
589		0.1669				0.0004491
590		0.1627				0.0004481
591		0.1617				0.0004471
592		0.1633				0.0004461
593		0.1689				0.0004452
594		0.1721				0.0004442
595		0.1641				0.0004432
596		0.1783				0.0004422
597		0.1749				0.0004412
598		0.1619				0.0004402
599		0.1540				0.0004392
600		0.1707		0.8377		0.0004382
601		0.1597				0.0004373
602		0.1579				0.0004363
603		0.1667				0.0004353
604		0.1575				0.0004343
605		0.1588				0.0004333
606		0.1653				0.0004323
607		0.1621				0.0004313
608		0.1697				0.0004303
609		0.1621				0.0004293
610		0.1588				0.0004283
611		0.1673				0.0004274
